id|nct_id|result_group_id|ctgov_group_code|units|scope|count
196314|NCT00753922|1683967|B4|Participants|Overall|60
196315|NCT00753922|1683968|B3|Participants|Overall|145
196316|NCT00753922|1683969|B2|Participants|Overall|251
196317|NCT00753922|1683970|B1|Participants|Overall|552
196318|NCT00753896|1684003|B1|Participants|Overall|134
196319|NCT00753766|1684017|B3|Participants|Overall|1
196320|NCT00753766|1684018|B2|Participants|Overall|0
196321|NCT00753766|1684019|B1|Participants|Overall|1
196322|NCT00753714|1684028|B3|Participants|Overall|124
196323|NCT00753714|1684029|B2|Participants|Overall|63
196324|NCT00753714|1684030|B1|Participants|Overall|61
196325|NCT00753688|1684045|B3|Participants|Overall|369
196326|NCT00753688|1684046|B2|Participants|Overall|246
196327|NCT00753688|1684047|B1|Participants|Overall|123
196328|NCT00753675|1684074|B4|Participants|Overall|173
196329|NCT00753675|1684075|B3|Participants|Overall|56
196330|NCT00753675|1684076|B2|Participants|Overall|58
196331|NCT00753675|1684077|B1|Participants|Overall|59
196332|NCT00753649|1684099|B3|Participants|Overall|224
196333|NCT00753649|1684100|B2|Participants|Overall|112
196334|NCT00753649|1684101|B1|Participants|Overall|112
196335|NCT00753636|1684122|B1|Participants|Overall|31
196336|NCT00753623|1684132|B3|Participants|Overall|23
196337|NCT00753623|1684133|B2|Participants|Overall|12
196338|NCT00753623|1684134|B1|Participants|Overall|11
196339|NCT00753545|1684141|B3|Participants|Overall|265
196340|NCT00753545|1684142|B2|Participants|Overall|129
196341|NCT00753545|1684143|B1|Participants|Overall|136
196342|NCT00753519|1684180|B3|Participants|Overall|26
196343|NCT00753519|1684181|B2|Participants|Overall|13
196344|NCT00753519|1684182|B1|Participants|Overall|13
196345|NCT00753506|1684203|B3|Participants|Overall|66
196346|NCT00753506|1684204|B2|Participants|Overall|33
196347|NCT00753506|1684205|B1|Participants|Overall|33
196348|NCT00753454|1684212|B1|Participants|Overall|168
196349|NCT00753415|1684241|B6|Participants|Overall|37
196350|NCT00753415|1684242|B5|Participants|Overall|10
196351|NCT00753415|1684243|B4|Participants|Overall|11
196352|NCT00753415|1684244|B3|Participants|Overall|10
196353|NCT00753415|1684245|B2|Participants|Overall|3
196354|NCT00753415|1684246|B1|Participants|Overall|3
196355|NCT00753363|1684297|B3|Participants|Overall|119
196356|NCT00753363|1684298|B2|Participants|Overall|60
196357|NCT00753363|1684299|B1|Participants|Overall|59
196358|NCT00753337|1684310|B1|Participants|Overall|123
196359|NCT00753298|1684324|B3|Participants|Overall|195
196360|NCT00753298|1684325|B2|Participants|Overall|98
196361|NCT00753298|1684326|B1|Participants|Overall|97
196362|NCT00753272|1684343|B3|Participants|Overall|43695
196363|NCT00753272|1684344|B2|Participants|Overall|21802
196364|NCT00753272|1684345|B1|Participants|Overall|21893
196365|NCT00753220|1684412|B1|Participants|Overall|7
196366|NCT00753142|1684416|B4|Participants|Overall|28
196367|NCT00753142|1684417|B3|Participants|Overall|13
196368|NCT00753142|1684418|B2|Participants|Overall|7
196369|NCT00753142|1684419|B1|Participants|Overall|8
196370|NCT00753012|1684429|B3|Participants|Overall|24
196371|NCT00753012|1684430|B2|Participants|Overall|9
196372|NCT00753012|1684431|B1|Participants|Overall|15
196373|NCT00752986|1684442|B4|Participants|Overall|39
196374|NCT00752986|1684443|B3|Participants|Overall|11
196375|NCT00752986|1684444|B2|Participants|Overall|12
196376|NCT00752986|1684445|B1|Participants|Overall|16
196377|NCT00752973|1684464|B1|Participants|Overall|12
196378|NCT00752895|1684474|B3|Participants|Overall|293
196379|NCT00752895|1684475|B2|Participants|Overall|146
196380|NCT00752895|1684476|B1|Participants|Overall|147
196381|NCT00752791|1684485|B1|Participants|Overall|59
196382|NCT00752726|1684495|B3|Participants|Overall|123
196383|NCT00752726|1684496|B2|Participants|Overall|61
196384|NCT00752726|1684497|B1|Participants|Overall|62
196385|NCT00752622|1684523|B1|Participants|Overall|100
196386|NCT00752609|1684534|B3|Participants|Overall|101
196387|NCT00752609|1684535|B2|Participants|Overall|49
196388|NCT00752609|1684536|B1|Participants|Overall|52
196389|NCT00752232|1684556|B8|Participants|Overall|40
196390|NCT00752232|1684557|B7|Participants|Overall|4
196391|NCT00752232|1684558|B6|Participants|Overall|6
196392|NCT00752232|1684559|B5|Participants|Overall|6
196393|NCT00752232|1684560|B4|Participants|Overall|6
196394|NCT00752232|1684561|B3|Participants|Overall|6
196395|NCT00752232|1684562|B2|Participants|Overall|6
196396|NCT00752232|1684563|B1|Participants|Overall|6
196397|NCT00752128|1684641|B1|Participants|Overall|2349
196398|NCT00752089|1684646|B1|Participants|Overall|20
196399|NCT00751998|1684660|B1|Participants|Overall|297
196400|NCT00751972|1684664|B3|Participants|Overall|639
196401|NCT00751972|1684665|B2|Participants|Overall|499
196402|NCT00751972|1684666|B1|Participants|Overall|140
196403|NCT00751933|1684679|B1|Participants|Overall|3
196404|NCT00751881|1684687|B4|Participants|Overall|1169
196405|NCT00751881|1684688|B3|Participants|Overall|372
196406|NCT00751881|1684689|B2|Participants|Overall|408
196407|NCT00751881|1684690|B1|Participants|Overall|389
196408|NCT00751790|1684739|B1|Participants|Overall|120
196409|NCT00751777|1684743|B3|Participants|Overall|120
196410|NCT00751777|1684744|B2|Participants|Overall|39
196411|NCT00751777|1684745|B1|Participants|Overall|81
196412|NCT00751634|1684756|B1|Participants|Overall|20
196413|NCT00751621|1684764|B1|Participants|Overall|40
196414|NCT00751530|1684781|B3|Participants|Overall|340
196415|NCT00751530|1684782|B2|Participants|Overall|86
196416|NCT00751530|1684783|B1|Participants|Overall|254
196417|NCT00751400|1684798|B1|Participants|Overall|497
196418|NCT00751348|1684811|B3|Participants|Overall|474
196419|NCT00751348|1684812|B2|Participants|Overall|161
196420|NCT00751348|1684813|B1|Participants|Overall|313
196421|NCT00751296|1684836|B1|Participants|Overall|25
196422|NCT00751179|1684841|B3|Participants|Overall|146
196423|NCT00751179|1684842|B2|Participants|Overall|80
196424|NCT00751179|1684843|B1|Participants|Overall|66
196425|NCT00751140|1684864|B1|Participants|Overall|20
196426|NCT00751114|1684872|B3|Participants|Overall|480
196427|NCT00751114|1684873|B2|Participants|Overall|253
196428|NCT00751114|1684874|B1|Participants|Overall|227
196429|NCT00751036|1684898|B3|Participants|Overall|94
196430|NCT00751036|1684899|B2|Participants|Overall|46
196431|NCT00751036|1684900|B1|Participants|Overall|48
196432|NCT00750919|1684913|B1|Participants|Overall|184
196433|NCT00750893|1684921|B1|Participants|Overall|3111
196434|NCT00750880|1684936|B1|Participants|Overall|1681
196435|NCT00750867|1684959|B1|Participants|Overall|9
196436|NCT00750815|1684964|B3|Participants|Overall|58
196437|NCT00750815|1684965|B2|Participants|Overall|46
196438|NCT00750815|1684966|B1|Participants|Overall|12
196439|NCT00750737|1684978|B3|Participants|Overall|46
196440|NCT00750737|1684979|B2|Participants|Overall|22
196441|NCT00750737|1684980|B1|Participants|Overall|24
196442|NCT00750373|1684989|B3|Participants|Overall|76
196443|NCT00750373|1684990|B2|Participants|Overall|37
196444|NCT00750373|1684991|B1|Participants|Overall|39
196445|NCT00750360|1684998|B7|Participants|Overall|875
196446|NCT00750360|1684999|B6|Participants|Overall|71
196447|NCT00750360|1685000|B5|Participants|Overall|46
196448|NCT00750360|1685001|B4|Participants|Overall|79
196449|NCT00750360|1685002|B3|Participants|Overall|384
196450|NCT00750360|1685003|B2|Participants|Overall|1
196451|NCT00750360|1685004|B1|Participants|Overall|294
196452|NCT00750308|1685041|B1|Participants|Overall|18
196453|NCT00750282|1685066|B5|Participants|Overall|422
196454|NCT00750282|1685067|B4|Participants|Overall|147
196455|NCT00750282|1685068|B3|Participants|Overall|125
196456|NCT00750282|1685069|B2|Participants|Overall|81
196457|NCT00750282|1685070|B1|Participants|Overall|69
196458|NCT00750269|1685097|B6|Participants|Overall|100
196459|NCT00750269|1685098|B5|Participants|Overall|33
196460|NCT00750269|1685099|B4|Participants|Overall|38
196461|NCT00750269|1685100|B3|Participants|Overall|14
196462|NCT00750269|1685101|B2|Participants|Overall|7
196463|NCT00750269|1685102|B1|Participants|Overall|8
196464|NCT00750204|1685151|B3|Participants|Overall|2
196465|NCT00750204|1685152|B2|Participants|Overall|1
196466|NCT00750204|1685153|B1|Participants|Overall|1
196467|NCT00750191|1685160|B3|Participants|Overall|57
196468|NCT00750191|1685161|B2|Participants|Overall|30
196469|NCT00750191|1685162|B1|Participants|Overall|27
196470|NCT00750152|1685175|B3|Participants|Overall|334
196471|NCT00750152|1685176|B2|Participants|Overall|168
196472|NCT00750152|1685177|B1|Participants|Overall|166
196473|NCT00750139|1685186|B5|Participants|Overall|707
196474|NCT00750139|1685187|B4|Participants|Overall|119
196475|NCT00750139|1685188|B3|Participants|Overall|236
196476|NCT00750139|1685189|B2|Participants|Overall|118
196477|NCT00750139|1685190|B1|Participants|Overall|234
196478|NCT00750061|1685207|B3|Participants|Overall|40
196479|NCT00750061|1685208|B2|Participants|Overall|20
196480|NCT00750061|1685209|B1|Participants|Overall|20
196481|NCT00749996|1685218|B3|Participants|Overall|146
196482|NCT00749996|1685219|B2|Participants|Overall|71
196483|NCT00749996|1685220|B1|Participants|Overall|75
196484|NCT00749957|1685229|B3|Participants|Overall|12
196485|NCT00749957|1685230|B2|Participants|Overall|6
196486|NCT00749957|1685231|B1|Participants|Overall|6
196487|NCT00749944|1685242|B3|Participants|Overall|110
196488|NCT00749944|1685243|B2|Participants|Overall|55
196489|NCT00749944|1685244|B1|Participants|Overall|55
196490|NCT00749931|1685311|B3|Participants|Overall|596
196491|NCT00749931|1685312|B2|Participants|Overall|298
196492|NCT00749931|1685313|B1|Participants|Overall|298
196493|NCT00749775|1685324|B1|Participants|Overall|3210
196494|NCT00749684|1685340|B1|Participants|Overall|138
196495|NCT00749671|1685345|B3|Participants|Overall|20
196496|NCT00749671|1685346|B2|Participants|Overall|9
196497|NCT00749671|1685347|B1|Participants|Overall|11
196498|NCT00749580|1685356|B3|Participants|Overall|46
196499|NCT00749580|1685357|B2|Participants|Overall|25
196500|NCT00749580|1685358|B1|Participants|Overall|21
196501|NCT00749476|1685367|B1|Participants|Overall|1
196502|NCT00749463|1685371|B4|Participants|Overall|300
196503|NCT00749463|1685372|B3|Participants|Overall|150
196504|NCT00749463|1685373|B2|Participants|Overall|64
196505|NCT00749463|1685374|B1|Participants|Overall|86
196506|NCT00749398|1685402|B1|Participants|Overall|124
196507|NCT00749268|1685416|B5|Participants|Overall|214
196508|NCT00749268|1685417|B4|Participants|Overall|54
196509|NCT00749268|1685418|B3|Participants|Overall|56
196510|NCT00749268|1685419|B2|Participants|Overall|52
196511|NCT00749268|1685420|B1|Participants|Overall|52
196512|NCT00749190|1685443|B8|Participants|Overall|495
196513|NCT00749190|1685444|B7|Participants|Overall|71
196514|NCT00749190|1685445|B6|Participants|Overall|70
196515|NCT00749190|1685446|B5|Participants|Overall|70
196516|NCT00749190|1685447|B4|Participants|Overall|71
196517|NCT00749190|1685448|B3|Participants|Overall|71
196518|NCT00749190|1685449|B2|Participants|Overall|71
196519|NCT00749190|1685450|B1|Participants|Overall|71
196520|NCT00749073|1685533|B1|Participants|Overall|10
196521|NCT00748982|1685539|B3|Participants|Overall|16
196522|NCT00748982|1685540|B2|Participants|Overall|4
196523|NCT00748982|1685541|B1|Participants|Overall|12
196524|NCT00748969|1685554|B3|Participants|Overall|2
196525|NCT00748969|1685555|B2|Participants|Overall|1
196526|NCT00748969|1685556|B1|Participants|Overall|1
196527|NCT00748956|1685563|B4|Participants|Overall|10
196528|NCT00748956|1685564|B3|Participants|Overall|5
196529|NCT00748956|1685565|B2|Participants|Overall|5
196530|NCT00748956|1685566|B1|Participants|Overall|0
196531|NCT00748865|1685591|B1|Participants|Overall|20
196532|NCT00748826|1685598|B1|Participants|Overall|508
196533|NCT00748709|1685605|B1|Participants|Overall|20
196534|NCT00748657|1685617|B1|Participants|Overall|36
196535|NCT00748579|1685623|B3|Participants|Overall|2
196536|NCT00748579|1685624|B2|Participants|Overall|0
196537|NCT00748579|1685625|B1|Participants|Overall|2
196538|NCT00748566|1685632|B1|Participants|Overall|172
196539|NCT00748241|1685660|B1|Participants|Overall|19
196540|NCT00748189|1685668|B3|Participants|Overall|447
196541|NCT00748189|1685669|B2|Participants|Overall|221
196542|NCT00748189|1685670|B1|Participants|Overall|226
196543|NCT00748098|1685725|B1|Participants|Overall|131
196544|NCT00748085|1685786|B1|Participants|Overall|5
196545|NCT00748072|1685791|B3|Participants|Overall|162
196546|NCT00748072|1685792|B2|Participants|Overall|80
196547|NCT00748072|1685793|B1|Participants|Overall|82
196548|NCT00747916|1685800|B1|Participants|Overall|3
196549|NCT00747812|1685805|B3|Participants|Overall|8
196550|NCT00747812|1685806|B2|Participants|Overall|3
196551|NCT00747812|1685807|B1|Participants|Overall|5
196552|NCT00747747|1685816|B4|Participants|Overall|49
196553|NCT00747747|1685817|B3|Participants|Overall|21
196554|NCT00747747|1685818|B2|Participants|Overall|14
196555|NCT00747747|1685819|B1|Participants|Overall|14
196556|NCT00747643|1685844|B3|Participants|Overall|100
196557|NCT00747643|1685845|B2|Participants|Overall|54
196558|NCT00747643|1685846|B1|Participants|Overall|46
196559|NCT00747617|1685859|B3|Participants|Overall|25
196560|NCT00747617|1685860|B2|Participants|Overall|12
196561|NCT00747617|1685861|B1|Participants|Overall|13
196562|NCT00747565|1685868|B3|Participants|Overall|470
196563|NCT00747565|1685869|B2|Participants|Overall|123
196564|NCT00747565|1685870|B1|Participants|Overall|347
196565|NCT00747552|1685879|B1|Participants|Overall|30
196566|NCT00747474|1685884|B1|Participants|Overall|54
196567|NCT00747461|1685921|B1|Participants|Overall|5
196568|NCT00747435|1685926|B1|Participants|Overall|73
196569|NCT00747344|1685934|B3|Participants|Overall|121
196570|NCT00747344|1685935|B2|Participants|Overall|61
196571|NCT00747344|1685936|B1|Participants|Overall|60
196572|NCT00746512|1685951|B5|Participants|Overall|45
196573|NCT00746512|1685952|B4|Participants|Overall|9
196574|NCT00746512|1685953|B3|Participants|Overall|18
196575|NCT00746512|1685954|B2|Participants|Overall|10
196576|NCT00746512|1685955|B1|Participants|Overall|8
196577|NCT00746421|1685972|B3|Participants|Overall|23
196578|NCT00746421|1685973|B2|Participants|Overall|11
196579|NCT00746421|1685974|B1|Participants|Overall|12
196580|NCT00746395|1685983|B3|Participants|Overall|40
196581|NCT00746395|1685984|B2|Participants|Overall|20
196582|NCT00746395|1685985|B1|Participants|Overall|20
196583|NCT00747227|1685994|B3|Participants|Overall|250
196584|NCT00747227|1685995|B2|Participants|Overall|124
196585|NCT00747227|1685996|B1|Participants|Overall|126
196586|NCT00747214|1686009|B3|Participants|Overall|46
196587|NCT00747214|1686010|B2|Participants|Overall|27
196588|NCT00747214|1686011|B1|Participants|Overall|19
196589|NCT00747149|1686024|B3|Participants|Overall|598
196590|NCT00747149|1686025|B2|Participants|Overall|279
196591|NCT00747149|1686026|B1|Participants|Overall|319
196592|NCT00747006|1686039|B4|Participants|Overall|18
196593|NCT00747006|1686040|B3|Participants|Overall|3
196594|NCT00747006|1686041|B2|Participants|Overall|8
196595|NCT00747006|1686042|B1|Participants|Overall|7
196596|NCT00746954|1686110|B1|Participants|Overall|8
196597|NCT00746941|1686118|B5|Participants|Overall|37
196598|NCT00746941|1686119|B4|Participants|Overall|20
196599|NCT00746941|1686120|B3|Participants|Overall|5
196600|NCT00746941|1686121|B2|Participants|Overall|5
196601|NCT00746941|1686122|B1|Participants|Overall|7
196602|NCT00746889|1686151|B3|Participants|Overall|79
196603|NCT00746889|1686152|B2|Participants|Overall|39
196604|NCT00746889|1686153|B1|Participants|Overall|40
196605|NCT00746863|1686162|B3|Participants|Overall|42
196606|NCT00746863|1686163|B2|Participants|Overall|21
196607|NCT00746863|1686164|B1|Participants|Overall|21
196608|NCT00746798|1686179|B5|Participants|Overall|479
196609|NCT00746798|1686180|B4|Participants|Overall|120
196610|NCT00746798|1686181|B3|Participants|Overall|113
196611|NCT00746798|1686182|B2|Participants|Overall|124
196612|NCT00746798|1686183|B1|Participants|Overall|122
196613|NCT00746785|1686208|B4|Participants|Overall|129
196614|NCT00746785|1686209|B3|Participants|Overall|40
196615|NCT00746785|1686210|B2|Participants|Overall|46
196616|NCT00746785|1686211|B1|Participants|Overall|43
196617|NCT00746733|1686221|B1|Participants|Overall|24
196618|NCT00746694|1686282|B1|Participants|Overall|154
196619|NCT00746668|1686287|B1|Participants|Overall|36
196620|NCT00746590|1686306|B1|Participants|Overall|1
196621|NCT00746564|1686310|B1|Participants|Overall|75
196622|NCT00746551|1686323|B3|Participants|Overall|80
196623|NCT00746551|1686324|B2|Participants|Overall|40
196624|NCT00746551|1686325|B1|Participants|Overall|40
196625|NCT00746356|1686334|B1|Participants|Overall|128
196626|NCT00746330|1686343|B5|Participants|Overall|32
196627|NCT00746330|1686344|B4|Participants|Overall|7
196628|NCT00746330|1686345|B3|Participants|Overall|9
196629|NCT00746330|1686346|B2|Participants|Overall|9
196630|NCT00746330|1686347|B1|Participants|Overall|7
196631|NCT00746239|1686378|B1|Participants|Overall|11
196632|NCT00746187|1686382|B3|Participants|Overall|36
196633|NCT00746187|1686383|B2|Participants|Overall|18
196634|NCT00746187|1686384|B1|Participants|Overall|18
196635|NCT00746096|1686391|B3|Participants|Overall|107
196636|NCT00746096|1686392|B2|Participants|Overall|55
196637|NCT00746096|1686393|B1|Participants|Overall|52
196638|NCT00745940|1686402|B3|Participants|Overall|76
196639|NCT00745940|1686403|B2|Participants|Overall|38
196640|NCT00745940|1686404|B1|Participants|Overall|38
196641|NCT00745901|1686419|B3|Participants|Overall|355
196642|NCT00745901|1686420|B2|Participants|Overall|177
196643|NCT00745901|1686421|B1|Participants|Overall|178
196644|NCT00745875|1686466|B3|Participants|Overall|66
196645|NCT00745875|1686467|B2|Participants|Overall|30
196646|NCT00745875|1686468|B1|Participants|Overall|36
196647|NCT00745823|1686477|B3|Participants|Overall|775
196648|NCT00745823|1686478|B2|Participants|Overall|389
196649|NCT00745823|1686479|B1|Participants|Overall|386
196650|NCT00745498|1686504|B4|Participants|Overall|126
196651|NCT00745498|1686505|B3|Participants|Overall|42
196652|NCT00745498|1686506|B2|Participants|Overall|43
196653|NCT00745498|1686507|B1|Participants|Overall|41
196654|NCT00744380|1686523|B3|Participants|Overall|23
196655|NCT00744380|1686524|B2|Participants|Overall|11
196656|NCT00744380|1686525|B1|Participants|Overall|12
196657|NCT00745368|1686546|B1|Participants|Overall|16
196658|NCT00745290|1686557|B3|Participants|Overall|245
196659|NCT00745290|1686558|B2|Participants|Overall|122
196660|NCT00745290|1686559|B1|Participants|Overall|123
196661|NCT00745251|1686566|B3|Participants|Overall|45
196662|NCT00745251|1686567|B2|Participants|Overall|22
196663|NCT00745251|1686568|B1|Participants|Overall|23
196664|NCT00745095|1686577|B7|Participants|Overall|106
196665|NCT00745095|1686578|B6|Participants|Overall|27
196666|NCT00745095|1686579|B5|Participants|Overall|28
196667|NCT00745095|1686580|B4|Participants|Overall|12
196668|NCT00745095|1686581|B3|Participants|Overall|12
196669|NCT00745095|1686582|B2|Participants|Overall|13
196670|NCT00745095|1686583|B1|Participants|Overall|14
196671|NCT00745030|1686608|B3|Participants|Overall|3
196672|NCT00745030|1686609|B2|Participants|Overall|2
196673|NCT00745030|1686610|B1|Participants|Overall|1
196674|NCT00744978|1686617|B3|Participants|Overall|66
196675|NCT00744978|1686618|B2|Participants|Overall|34
196676|NCT00744978|1686619|B1|Participants|Overall|32
196677|NCT00744939|1686668|B5|Participants|Overall|141
196678|NCT00744939|1686669|B4|Participants|Overall|9
196679|NCT00744939|1686670|B3|Participants|Overall|109
196680|NCT00744939|1686671|B2|Participants|Overall|9
196681|NCT00744939|1686672|B1|Participants|Overall|14
196682|NCT00744874|1686708|B1|Participants|Overall|55
196683|NCT00744848|1686724|B3|Participants|Overall|204
196684|NCT00744848|1686725|B2|Participants|Overall|101
196685|NCT00744848|1686726|B1|Participants|Overall|103
196686|NCT00744757|1686733|B1|Participants|Overall|37
196687|NCT00744692|1686746|B1|Participants|Overall|22
196688|NCT00744653|1686758|B1|Participants|Overall|17
196689|NCT00744627|1686764|B3|Participants|Overall|301
196690|NCT00744627|1686765|B2|Participants|Overall|150
196691|NCT00744627|1686766|B1|Participants|Overall|151
196692|NCT00744523|1686821|B3|Participants|Overall|262
196693|NCT00744523|1686822|B2|Participants|Overall|225
196694|NCT00744523|1686823|B1|Participants|Overall|37
196695|NCT00744497|1686842|B3|Participants|Overall|1522
196696|NCT00744497|1686843|B2|Participants|Overall|762
196697|NCT00744497|1686844|B1|Participants|Overall|760
196698|NCT00744328|1686879|B4|Participants|Overall|85
196699|NCT00744328|1686880|B3|Participants|Overall|29
196700|NCT00744328|1686881|B2|Participants|Overall|30
196701|NCT00744328|1686882|B1|Participants|Overall|26
196702|NCT00744263|1686892|B3|Participants|Overall|84492
196703|NCT00744263|1686893|B2|Participants|Overall|42255
196704|NCT00744263|1686894|B1|Participants|Overall|42237
196705|NCT00744237|1686915|B4|Participants|Overall|230
196706|NCT00744237|1686916|B3|Participants|Overall|74
196707|NCT00744237|1686917|B2|Participants|Overall|73
196708|NCT00744237|1686918|B1|Participants|Overall|83
196709|NCT00744055|1686931|B3|Participants|Overall|96
196710|NCT00744055|1686932|B2|Participants|Overall|46
196711|NCT00744055|1686933|B1|Participants|Overall|50
196712|NCT00744042|1686942|B1|Participants|Overall|11
196713|NCT00743730|1686955|B4|Participants|Overall|80
196714|NCT00743730|1686956|B3|Participants|Overall|28
196715|NCT00743730|1686957|B2|Participants|Overall|30
196716|NCT00743730|1686958|B1|Participants|Overall|22
196717|NCT00743717|1686971|B3|Participants|Overall|4
196718|NCT00743717|1686972|B2|Participants|Overall|2
196719|NCT00743717|1686973|B1|Participants|Overall|2
196720|NCT00743652|1686980|B6|Participants|Overall|373
196721|NCT00743652|1686981|B5|Participants|Overall|79
196722|NCT00743652|1686982|B4|Participants|Overall|67
196723|NCT00743652|1686983|B3|Participants|Overall|25
196724|NCT00743652|1686984|B2|Participants|Overall|51
196725|NCT00743652|1686985|B1|Participants|Overall|151
196726|NCT00743574|1687064|B1|Participants|Overall|12
196727|NCT00743509|1687073|B1|Participants|Overall|49
196728|NCT00743483|1687078|B1|Participants|Overall|15
196729|NCT00743444|1687082|B1|Participants|Overall|27
196730|NCT00743431|1687092|B1|Participants|Overall|224
196731|NCT00743366|1687096|B1|Participants|Overall|14
196732|NCT00743288|1687103|B1|Participants|Overall|40
196733|NCT00743275|1687121|B3|Participants|Overall|120
196734|NCT00743275|1687122|B2|Participants|Overall|61
196735|NCT00743275|1687123|B1|Participants|Overall|59
196736|NCT00743262|1687136|B1|Participants|Overall|15
196737|NCT00743249|1687142|B3|Participants|Overall|57
196738|NCT00743249|1687143|B2|Participants|Overall|29
196739|NCT00743249|1687144|B1|Participants|Overall|28
196740|NCT00743197|1687153|B3|Participants|Overall|3
196741|NCT00743197|1687154|B2|Participants|Overall|2
196742|NCT00743197|1687155|B1|Participants|Overall|1
196743|NCT00743106|1687162|B3|Participants|Overall|77
196744|NCT00743106|1687163|B2|Participants|Overall|43
196745|NCT00743106|1687164|B1|Participants|Overall|34
196746|NCT00743093|1687171|B3|Participants|Overall|276
196747|NCT00743093|1687172|B2|Participants|Overall|52
196748|NCT00743093|1687173|B1|Participants|Overall|224
196749|NCT00742924|1687182|B5|Participants|Overall|24
196750|NCT00742924|1687183|B4|Participants|Overall|6
196751|NCT00742924|1687184|B3|Participants|Overall|6
196752|NCT00742924|1687185|B2|Participants|Overall|6
196753|NCT00742924|1687186|B1|Participants|Overall|6
196754|NCT00742885|1687199|B3|Participants|Overall|100
196755|NCT00742885|1687200|B2|Participants|Overall|50
196756|NCT00742885|1687201|B1|Participants|Overall|50
196757|NCT00742872|1687248|B3|Participants|Overall|41
196758|NCT00742872|1687249|B2|Participants|Overall|20
196759|NCT00742872|1687250|B1|Participants|Overall|21
196760|NCT00742781|1687257|B1|Participants|Overall|21
196761|NCT00742625|1687266|B1|Participants|Overall|95
196762|NCT00742508|1687275|B3|Participants|Overall|41
196763|NCT00742508|1687276|B2|Participants|Overall|19
196764|NCT00742508|1687277|B1|Participants|Overall|22
196765|NCT00742417|1687340|B3|Participants|Overall|39
196766|NCT00742417|1687341|B2|Participants|Overall|20
196767|NCT00742417|1687342|B1|Participants|Overall|19
196768|NCT00742391|1687365|B3|Participants|Overall|255
196769|NCT00742391|1687366|B2|Participants|Overall|129
196770|NCT00742391|1687367|B1|Participants|Overall|126
196771|NCT00742326|1687376|B3|Participants|Overall|13
196772|NCT00742326|1687377|B2|Participants|Overall|7
196773|NCT00742326|1687378|B1|Participants|Overall|6
196774|NCT00742313|1687387|B3|Participants|Overall|44
196775|NCT00742313|1687388|B2|Participants|Overall|19
196776|NCT00742313|1687389|B1|Participants|Overall|25
196777|NCT00742274|1687396|B3|Participants|Overall|61
196778|NCT00742274|1687397|B2|Participants|Overall|31
196779|NCT00742274|1687398|B1|Participants|Overall|30
196780|NCT00742235|1687405|B3|Participants|Overall|99
196781|NCT00742235|1687406|B2|Participants|Overall|67
196782|NCT00742235|1687407|B1|Participants|Overall|32
196783|NCT00742209|1687416|B6|Participants|Overall|523
196784|NCT00742209|1687417|B5|Participants|Overall|62
196785|NCT00742209|1687418|B4|Participants|Overall|133
196786|NCT00742209|1687419|B3|Participants|Overall|134
196787|NCT00742209|1687420|B2|Participants|Overall|66
196788|NCT00742209|1687421|B1|Participants|Overall|128
196789|NCT00742183|1687526|B3|Participants|Overall|100
196790|NCT00742183|1687527|B2|Participants|Overall|51
196791|NCT00742183|1687528|B1|Participants|Overall|49
196792|NCT00742170|1687535|B3|Participants|Overall|55
196793|NCT00742170|1687536|B2|Participants|Overall|29
196794|NCT00742170|1687537|B1|Participants|Overall|26
196795|NCT00742079|1687546|B3|Participants|Overall|21
196796|NCT00742079|1687547|B2|Participants|Overall|10
196797|NCT00742079|1687548|B1|Participants|Overall|11
196798|NCT00742053|1687555|B1|Participants|Overall|7
196799|NCT00741988|1687559|B3|Participants|Overall|82
196800|NCT00741988|1687560|B2|Participants|Overall|40
196801|NCT00741988|1687561|B1|Participants|Overall|42
196802|NCT00741936|1687572|B3|Participants|Overall|120
196803|NCT00741936|1687573|B2|Participants|Overall|60
196804|NCT00741936|1687574|B1|Participants|Overall|60
196805|NCT00741858|1687601|B3|Participants|Overall|34
196806|NCT00741858|1687602|B2|Participants|Overall|18
196807|NCT00741858|1687603|B1|Participants|Overall|16
196808|NCT00741819|1687610|B1|Participants|Overall|73
196809|NCT00741611|1687621|B4|Participants|Overall|36
196810|NCT00741611|1687622|B3|Participants|Overall|29
196811|NCT00741611|1687623|B2|Participants|Overall|3
196812|NCT00741611|1687624|B1|Participants|Overall|4
196813|NCT00741598|1687643|B3|Participants|Overall|72
196814|NCT00741598|1687644|B2|Participants|Overall|39
196815|NCT00741598|1687645|B1|Participants|Overall|33
196816|NCT00741468|1687660|B1|Participants|Overall|18
196817|NCT00741390|1687668|B1|Participants|Overall|250
196818|NCT00741338|1687690|B3|Participants|Overall|7
196819|NCT00741338|1687691|B2|Participants|Overall|4
196820|NCT00741338|1687692|B1|Participants|Overall|3
196821|NCT00741286|1687701|B3|Participants|Overall|203
196822|NCT00741286|1687702|B2|Participants|Overall|100
196823|NCT00741286|1687703|B1|Participants|Overall|103
196824|NCT00741273|1687712|B3|Participants|Overall|16
196825|NCT00741273|1687713|B2|Participants|Overall|8
196826|NCT00741273|1687714|B1|Participants|Overall|8
196827|NCT00741156|1687731|B1|Participants|Overall|12
196828|NCT00741104|1687746|B1|Participants|Overall|363
196829|NCT00741091|1687753|B1|Participants|Overall|1097
