id|nct_id|result_group_id|ctgov_group_code|units|scope|count
148012|NCT03134313|1268557|B1|Participants|Overall|25
148013|NCT03125031|1268561|B1|Participants|Overall|44
148014|NCT03125005|1268566|B1|Participants|Overall|51
148015|NCT03124966|1268570|B1|Participants|Overall|118
148016|NCT03124927|1268574|B1|Participants|Overall|25
148017|NCT03124901|1268578|B1|Participants|Overall|147
148018|NCT03124771|1268582|B1|Participants|Overall|132
148019|NCT03124758|1268586|B1|Participants|Overall|354
148020|NCT03124693|1268590|B1|Participants|Overall|90
148021|NCT03119831|1268594|B4|Participants|Overall|42
148022|NCT03119831|1268595|B3|Participants|Overall|14
148023|NCT03119831|1268596|B2|Participants|Overall|14
148024|NCT03119831|1268597|B1|Participants|Overall|14
148025|NCT03106870|1268616|B3|Participants|Overall|62
148026|NCT03106870|1268617|B2|Participants|Overall|31
148027|NCT03106870|1268618|B1|Participants|Overall|31
148028|NCT03106337|1268629|B1|Participants|Overall|35
148029|NCT03072719|1268634|B3|Participants|Overall|120
148030|NCT03072719|1268635|B2|Participants|Overall|60
148031|NCT03072719|1268636|B1|Participants|Overall|60
148032|NCT03070730|1268647|B4|Participants|Overall|0
148033|NCT03070730|1268648|B3|Participants|Overall|0
148034|NCT03070730|1268649|B2|Participants|Overall|0
148035|NCT03070730|1268650|B1|Participants|Overall|0
148036|NCT03065933|1268783|B1|Participants|Overall|5
148037|NCT03061513|1268787|B3|Participants|Overall|10
148038|NCT03061513|1268788|B2|Participants|Overall|4
148039|NCT03061513|1268789|B1|Participants|Overall|6
148040|NCT03048006|1268798|B1|Participants|Overall|44456
148041|NCT03047447|1268804|B4|Participants|Overall|30
148042|NCT03047447|1268805|B3|Participants|Overall|10
148043|NCT03047447|1268806|B2|Participants|Overall|10
148044|NCT03047447|1268807|B1|Participants|Overall|10
148045|NCT03043534|1268829|B3|Participants|Overall|29
148046|NCT03043534|1268830|B2|Participants|Overall|14
148047|NCT03043534|1268831|B1|Participants|Overall|15
148048|NCT03041298|1268840|B1|Participants|Overall|1537
148049|NCT03039179|1268848|B3|Participants|Overall|80
148050|NCT03039179|1268849|B2|Participants|Overall|42
148051|NCT03039179|1268850|B1|Participants|Overall|38
148052|NCT03037541|1268859|B3|Participants|Overall|60
148053|NCT03037541|1268860|B2|Participants|Overall|30
148054|NCT03037541|1268861|B1|Participants|Overall|30
148055|NCT03035955|1268870|B3|Participants|Overall|20
148056|NCT03035955|1268871|B2|Participants|Overall|10
148057|NCT03035955|1268872|B1|Participants|Overall|10
148058|NCT03026803|1268879|B1|Participants|Overall|4
148059|NCT03023709|1268883|B3|Participants|Overall|3
148060|NCT03023709|1268884|B2|Participants|Overall|0
148061|NCT03023709|1268885|B1|Participants|Overall|3
148062|NCT03023683|1268894|B3|Participants|Overall|18
148063|NCT03023683|1268895|B2|Participants|Overall|18
148064|NCT03023683|1268896|B1|Participants|Overall|0
148065|NCT03023553|1268905|B3|Participants|Overall|12
148066|NCT03023553|1268906|B2|Participants|Overall|8
148067|NCT03023553|1268907|B1|Participants|Overall|4
148068|NCT03023488|1268916|B1|Participants|Overall|46
148069|NCT03023176|1268929|B1|Participants|Overall|20
148070|NCT03023137|1268934|B3|Participants|Overall|336
148071|NCT03023137|1268935|B2|Participants|Overall|162
148072|NCT03023137|1268936|B1|Participants|Overall|174
148073|NCT03022435|1268963|B6|Participants|Overall|22
148074|NCT03022435|1268964|B5|Participants|Overall|3
148075|NCT03022435|1268965|B4|Participants|Overall|3
148076|NCT03022435|1268966|B3|Participants|Overall|6
148077|NCT03022435|1268967|B2|Participants|Overall|5
148078|NCT03022435|1268968|B1|Participants|Overall|5
148079|NCT03022422|1268989|B7|Participants|Overall|63
148080|NCT03022422|1268990|B6|Participants|Overall|5
148081|NCT03022422|1268991|B5|Participants|Overall|5
148082|NCT03022422|1268992|B4|Participants|Overall|12
148083|NCT03022422|1268993|B3|Participants|Overall|23
148084|NCT03022422|1268994|B2|Participants|Overall|10
148085|NCT03022422|1268995|B1|Participants|Overall|8
148086|NCT03020537|1269020|B3|Participants|Overall|8
148087|NCT03020537|1269021|B2|Participants|Overall|7
148088|NCT03020537|1269022|B1|Participants|Overall|1
148089|NCT03020498|1269031|B4|Participants|Overall|91
148090|NCT03020498|1269032|B3|Participants|Overall|36
148091|NCT03020498|1269033|B2|Participants|Overall|41
148092|NCT03020498|1269034|B1|Participants|Overall|14
148093|NCT03020472|1269047|B1|Participants|Overall|6
148094|NCT03019783|1269053|B3|Participants|Overall|60
148095|NCT03019783|1269054|B2|Participants|Overall|31
148096|NCT03019783|1269055|B1|Participants|Overall|29
148097|NCT03001674|1269064|B3|Participants|Overall|15
148098|NCT03001674|1269065|B2|Participants|Overall|5
148099|NCT03001674|1269066|B1|Participants|Overall|10
148100|NCT03001258|1269073|B4|Participants|Overall|1090
148101|NCT03001258|1269074|B3|Participants|Overall|250
148102|NCT03001258|1269075|B2|Participants|Overall|440
148103|NCT03001258|1269076|B1|Participants|Overall|400
148104|NCT03000088|1269086|B3|Participants|Overall|140
148105|NCT03000088|1269087|B2|Participants|Overall|70
148106|NCT03000088|1269088|B1|Participants|Overall|70
148107|NCT02988219|1269095|B3|Participants|Overall|46
148108|NCT02988219|1269096|B2|Participants|Overall|22
148109|NCT02988219|1269097|B1|Participants|Overall|24
148110|NCT02987374|1269106|B1|Participants|Overall|10
148111|NCT02986282|1269111|B1|Participants|Overall|99
148112|NCT02977572|1269116|B3|Participants|Overall|110
148113|NCT02977572|1269117|B2|Participants|Overall|56
148114|NCT02977572|1269118|B1|Participants|Overall|54
148115|NCT02974543|1269141|B3|Participants|Overall|20
148116|NCT02974543|1269142|B2|Participants|Overall|10
148117|NCT02974543|1269143|B1|Participants|Overall|10
148118|NCT02971670|1269164|B5|Participants|Overall|23
148119|NCT02971670|1269165|B4|Participants|Overall|3
148120|NCT02971670|1269166|B3|Participants|Overall|5
148121|NCT02971670|1269167|B2|Participants|Overall|2
148122|NCT02971670|1269168|B1|Participants|Overall|13
148123|NCT02961244|1269189|B3|Patients|Overall|118
148124|NCT02961244|1269190|B2|Patients|Overall|55
148125|NCT02961244|1269191|B1|Patients|Overall|63
148126|NCT02961244|1269189|B3|Participants|Overall|118
148127|NCT02961244|1269190|B2|Participants|Overall|55
148128|NCT02961244|1269191|B1|Participants|Overall|63
148129|NCT02958995|1269200|B3|Participants|Overall|2738161
148130|NCT02958995|1269201|B2|Participants|Overall|107495
148131|NCT02958995|1269202|B1|Participants|Overall|2630666
148132|NCT02958956|1269211|B3|Participants|Overall|236507
148133|NCT02958956|1269212|B2|Participants|Overall|198317
148134|NCT02958956|1269213|B1|Participants|Overall|38190
148135|NCT02958345|1269227|B3|Participants|Overall|28
148136|NCT02958345|1269228|B2|Participants|Overall|14
148137|NCT02958345|1269229|B1|Participants|Overall|14
148138|NCT02951767|1269238|B1|Participants|Overall|119
148139|NCT02949141|1269255|B1|Participants|Overall|62
148140|NCT02947984|1269262|B3|Participants|Overall|44
148141|NCT02947984|1269263|B2|Participants|Overall|22
148142|NCT02947984|1269264|B1|Participants|Overall|22
148143|NCT02941640|1269277|B5|Participants|Overall|120
148144|NCT02941640|1269278|B4|Participants|Overall|30
148145|NCT02941640|1269279|B3|Participants|Overall|30
148146|NCT02941640|1269280|B2|Participants|Overall|30
148147|NCT02941640|1269281|B1|Participants|Overall|30
148148|NCT02934347|1269314|B3|Participants|Overall|781
148149|NCT02934347|1269315|B2|Participants|Overall|407
148150|NCT02934347|1269316|B1|Participants|Overall|374
148151|NCT02920749|1269329|B5|Participants|Overall|120
148152|NCT02920749|1269330|B4|Participants|Overall|30
148153|NCT02920749|1269331|B3|Participants|Overall|30
148154|NCT02920749|1269332|B2|Participants|Overall|30
148155|NCT02920749|1269333|B1|Participants|Overall|30
148156|NCT02919657|1269350|B1|Participants|Overall|20
148157|NCT02903238|1269357|B1|Participants|Overall|17
148158|NCT02895347|1269366|B3|Participants|Overall|40
148159|NCT02895347|1269367|B2|Participants|Overall|20
148160|NCT02895347|1269368|B1|Participants|Overall|20
148161|NCT02891863|1269378|B1|Participants|Overall|9
148162|NCT02889289|1269383|B1|Participants|Overall|1
148163|NCT02884427|1269392|B4|Participants|Overall|150
148164|NCT02884427|1269393|B3|Participants|Overall|50
148165|NCT02884427|1269394|B2|Participants|Overall|52
148166|NCT02884427|1269395|B1|Participants|Overall|48
148167|NCT02882152|1269411|B3|Participants|Overall|39
148168|NCT02882152|1269412|B2|Participants|Overall|20
148169|NCT02882152|1269413|B1|Participants|Overall|19
148170|NCT02867150|1269422|B1|Participants|Overall|58
148171|NCT02863198|1269426|B3|Participants|Overall|120
148172|NCT02863198|1269427|B2|Participants|Overall|60
148173|NCT02863198|1269428|B1|Participants|Overall|60
148174|NCT02862106|1269445|B7|Participants|Overall|203
148175|NCT02862106|1269446|B6|Participants|Overall|58
148176|NCT02862106|1269447|B5|Participants|Overall|56
148177|NCT02862106|1269448|B4|Participants|Overall|64
148178|NCT02862106|1269449|B3|Participants|Overall|10
148179|NCT02862106|1269450|B2|Participants|Overall|12
148180|NCT02862106|1269451|B1|Participants|Overall|3
148181|NCT02856880|1269510|B1|Participants|Overall|45
148182|NCT02850159|1269534|B3|Participants|Overall|32
148183|NCT02850159|1269535|B2|Participants|Overall|16
148184|NCT02850159|1269536|B1|Participants|Overall|16
148185|NCT02849678|1269543|B3|Participants|Overall|35
148186|NCT02849678|1269544|B2|Participants|Overall|18
148187|NCT02849678|1269545|B1|Participants|Overall|17
148188|NCT02847169|1269552|B1|Participants|Overall|29
148189|NCT02840916|1269587|B3|Participants|Overall|62
148190|NCT02840916|1269588|B2|Participants|Overall|30
148191|NCT02840916|1269589|B1|Participants|Overall|32
148192|NCT02839772|1269600|B3|Participants|Overall|193
148193|NCT02839772|1269601|B2|Participants|Overall|96
148194|NCT02839772|1269602|B1|Participants|Overall|97
148195|NCT02834624|1269640|B3|Participants|Overall|30
148196|NCT02834624|1269641|B2|Participants|Overall|15
148197|NCT02834624|1269642|B1|Participants|Overall|15
148198|NCT02832375|1269653|B3|Participants|Overall|242
148199|NCT02832375|1269654|B2|Participants|Overall|121
148200|NCT02832375|1269655|B1|Participants|Overall|121
148201|NCT02829775|1269666|B1|Participants|Overall|9
148202|NCT02829463|1269671|B3|Participants|Overall|121
148203|NCT02829463|1269672|B2|Participants|Overall|62
148204|NCT02829463|1269673|B1|Participants|Overall|59
148205|NCT02828137|1269680|B4|Participants|Overall|123
148206|NCT02828137|1269681|B3|Participants|Overall|41
148207|NCT02828137|1269682|B2|Participants|Overall|41
148208|NCT02828137|1269683|B1|Participants|Overall|41
148209|NCT02823080|1269693|B3|Participants|Overall|48
148210|NCT02823080|1269694|B2|Participants|Overall|24
148211|NCT02823080|1269695|B1|Participants|Overall|24
148212|NCT02822885|1269714|B1|Participants|Overall|70
148213|NCT02822287|1269722|B1|Participants|Overall|57
148214|NCT02821403|1269732|B3|Participants|Overall|80
148215|NCT02821403|1269733|B2|Participants|Overall|40
148216|NCT02821403|1269734|B1|Participants|Overall|40
148217|NCT02818244|1269753|B5|Heart Rate|Overall|100
148218|NCT02818244|1269754|B4|Heart Rate|Overall|25
148219|NCT02818244|1269755|B3|Heart Rate|Overall|25
148220|NCT02818244|1269756|B2|Heart Rate|Overall|25
148221|NCT02818244|1269757|B1|Heart Rate|Overall|25
148222|NCT02818244|1269753|B5|Participants|Overall|100
148223|NCT02818244|1269754|B4|Participants|Overall|25
148224|NCT02818244|1269755|B3|Participants|Overall|25
148225|NCT02818244|1269756|B2|Participants|Overall|25
148226|NCT02818244|1269757|B1|Participants|Overall|25
148227|NCT02817763|1269770|B3|Participants|Overall|40
148228|NCT02817763|1269771|B2|Participants|Overall|20
148229|NCT02817763|1269772|B1|Participants|Overall|20
148230|NCT02815735|1269781|B1|Participants|Overall|74
148231|NCT02814279|1269797|B3|Participants|Overall|42
148232|NCT02814279|1269798|B2|Participants|Overall|21
148233|NCT02814279|1269799|B1|Participants|Overall|21
148234|NCT02813070|1269808|B4|Participants|Overall|70
148235|NCT02813070|1269809|B3|Participants|Overall|25
148236|NCT02813070|1269810|B2|Participants|Overall|20
148237|NCT02813070|1269811|B1|Participants|Overall|25
148238|NCT02809911|1269822|B3|Participants|Overall|41
148239|NCT02809911|1269823|B2|Participants|Overall|19
148240|NCT02809911|1269824|B1|Participants|Overall|22
148241|NCT02809833|1269833|B1|Participants|Overall|850
148242|NCT02808130|1269907|B7|Participants|Overall|90
148243|NCT02808130|1269908|B6|Participants|Overall|15
148244|NCT02808130|1269909|B5|Participants|Overall|15
148245|NCT02808130|1269910|B4|Participants|Overall|15
148246|NCT02808130|1269911|B3|Participants|Overall|15
148247|NCT02808130|1269912|B2|Participants|Overall|15
148248|NCT02808130|1269913|B1|Participants|Overall|15
148249|NCT02806544|1269944|B1|Participants|Overall|35
148250|NCT02806505|1269953|B3|Participants|Overall|81
148251|NCT02806505|1269954|B2|Participants|Overall|43
148252|NCT02806505|1269955|B1|Participants|Overall|38
148253|NCT02805907|1269966|B3|Participants|Overall|112
148254|NCT02805907|1269967|B2|Participants|Overall|56
148255|NCT02805907|1269968|B1|Participants|Overall|56
148256|NCT02801396|1269981|B1|Participants|Overall|101
148257|NCT02799082|1270003|B3|Participants|Overall|120
148258|NCT02799082|1270004|B2|Participants|Overall|80
148259|NCT02799082|1270005|B1|Participants|Overall|40
148260|NCT02799069|1270040|B4|Participants|Overall|570
148261|NCT02799069|1270041|B3|Participants|Overall|246
148262|NCT02799069|1270042|B2|Participants|Overall|248
148263|NCT02799069|1270043|B1|Participants|Overall|76
148264|NCT02796092|1270155|B3|Participants|Overall|100
148265|NCT02796092|1270156|B2|Participants|Overall|50
148266|NCT02796092|1270157|B1|Participants|Overall|50
148267|NCT02792049|1270190|B3|Participants|Overall|70
148268|NCT02792049|1270191|B2|Participants|Overall|35
148269|NCT02792049|1270192|B1|Participants|Overall|35
148270|NCT02791659|1270207|B3|Participants|Overall|54
148271|NCT02791659|1270208|B2|Participants|Overall|27
148272|NCT02791659|1270209|B1|Participants|Overall|27
148273|NCT02791269|1270216|B3|Participants|Overall|24
148274|NCT02791269|1270217|B2|Participants|Overall|20
148275|NCT02791269|1270218|B1|Participants|Overall|4
148276|NCT02790281|1270233|B1|Participants|Overall|33
148277|NCT02788097|1270239|B3|Participants|Overall|130
148278|NCT02788097|1270240|B2|Participants|Overall|69
148279|NCT02788097|1270241|B1|Participants|Overall|61
148280|NCT02786927|1270248|B1|Participants|Overall|212
148281|NCT02786004|1270255|B3|Participants|Overall|23
148282|NCT02786004|1270256|B2|Participants|Overall|9
148283|NCT02786004|1270257|B1|Participants|Overall|14
148284|NCT02784925|1270264|B1|Participants|Overall|30
148285|NCT02780622|1270268|B1|Participants|Overall|20
148286|NCT02774278|1270307|B1|Participants|Overall|264
148287|NCT02773758|1270315|B3|Participants|Overall|141
148288|NCT02773758|1270316|B2|Participants|Overall|69
148289|NCT02773758|1270317|B1|Participants|Overall|72
148290|NCT02772666|1270328|B1|Participants|Overall|44
148291|NCT02770625|1270333|B1|Participants|Overall|8
148292|NCT02767843|1270346|B1|Participants|Overall|4
148293|NCT02767765|1270352|B1|Participants|Overall|61
148294|NCT02766400|1270361|B3|Participants|Overall|43
148295|NCT02766400|1270362|B2|Participants|Overall|22
148296|NCT02766400|1270363|B1|Participants|Overall|21
148297|NCT02766244|1270370|B1|Participants|Overall|3
148298|NCT02765269|1270379|B3|Participants|Overall|46
148299|NCT02765269|1270380|B2|Participants|Overall|21
148300|NCT02765269|1270381|B1|Participants|Overall|25
148301|NCT02763189|1270394|B3|Participants|Overall|8
148302|NCT02763189|1270395|B2|Participants|Overall|4
148303|NCT02763189|1270396|B1|Participants|Overall|4
148304|NCT02761733|1270405|B5|Participants|Overall|240
148305|NCT02761733|1270406|B4|Participants|Overall|60
148306|NCT02761733|1270407|B3|Participants|Overall|60
148307|NCT02761733|1270408|B2|Participants|Overall|60
148308|NCT02761733|1270409|B1|Participants|Overall|60
148309|NCT02761629|1270442|B3|Participants|Overall|165
148310|NCT02761629|1270443|B2|Participants|Overall|85
148311|NCT02761629|1270444|B1|Participants|Overall|80
148312|NCT02760810|1270465|B1|Participants|Overall|30
148313|NCT02760654|1270471|B3|Participants|Overall|60
148314|NCT02760654|1270472|B2|Participants|Overall|30
148315|NCT02760654|1270473|B1|Participants|Overall|30
148316|NCT02759471|1270498|B1|Participants|Overall|54
148317|NCT02756637|1270508|B3|Participants|Overall|493
148318|NCT02756637|1270509|B2|Participants|Overall|263
148319|NCT02756637|1270510|B1|Participants|Overall|230
148320|NCT02756351|1270517|B3|Participants|Overall|48
148321|NCT02756351|1270518|B2|Participants|Overall|24
148322|NCT02756351|1270519|B1|Participants|Overall|24
148323|NCT02755805|1270528|B3|Participants|Overall|30
148324|NCT02755805|1270529|B2|Participants|Overall|15
148325|NCT02755805|1270530|B1|Participants|Overall|15
148326|NCT02753699|1270543|B4|Participants|Overall|723
148327|NCT02753699|1270544|B3|Participants|Overall|162
148328|NCT02753699|1270545|B2|Participants|Overall|397
148329|NCT02753699|1270546|B1|Participants|Overall|164
148330|NCT02753413|1270562|B3|Participants|Overall|100
148331|NCT02753413|1270563|B2|Participants|Overall|51
148332|NCT02753413|1270564|B1|Participants|Overall|49
148333|NCT02753075|1270597|B4|Participants|Overall|240
148334|NCT02753075|1270598|B3|Participants|Overall|81
148335|NCT02753075|1270599|B2|Participants|Overall|80
148336|NCT02753075|1270600|B1|Participants|Overall|79
148337|NCT02752802|1270627|B3|Participants|Overall|96
148338|NCT02752802|1270628|B2|Participants|Overall|48
148339|NCT02752802|1270629|B1|Participants|Overall|48
148340|NCT02751450|1270639|B3|Participants|Overall|233
148341|NCT02751450|1270640|B2|Participants|Overall|116
148342|NCT02751450|1270641|B1|Participants|Overall|117
148343|NCT02750943|1270654|B3|Participants|Overall|253
148344|NCT02750943|1270655|B2|Participants|Overall|128
148345|NCT02750943|1270656|B1|Participants|Overall|125
148346|NCT02750709|1270671|B1|Participants|Overall|24
148347|NCT02750345|1270702|B1|Participants|Overall|24
148348|NCT02750332|1270733|B1|Participants|Overall|20
148349|NCT02750267|1270752|B3|Participants|Overall|12
148350|NCT02750267|1270753|B2|Participants|Overall|6
148351|NCT02750267|1270754|B1|Participants|Overall|6
148352|NCT02748213|1270793|B3|Participants|Overall|222
148353|NCT02748213|1270794|B2|Participants|Overall|110
148354|NCT02748213|1270795|B1|Participants|Overall|112
148355|NCT02746679|1270812|B3|Participants|Overall|151
148356|NCT02746679|1270813|B2|Participants|Overall|75
148357|NCT02746679|1270814|B1|Participants|Overall|76
148358|NCT02746406|1270845|B1|Participants|Overall|5
148359|NCT02746107|1270849|B1|Participants|Overall|968
148360|NCT02745626|1270864|B4|Participants|Overall|56
148361|NCT02745626|1270865|B3|Participants|Overall|19
148362|NCT02745626|1270866|B2|Participants|Overall|16
148363|NCT02745626|1270867|B1|Participants|Overall|21
148364|NCT02743936|1270895|B3|Participants|Overall|64
148365|NCT02743936|1270896|B2|Participants|Overall|32
148366|NCT02743936|1270897|B1|Participants|Overall|32
148367|NCT02743702|1270906|B3|Participants|Overall|21
148368|NCT02743702|1270907|B2|Participants|Overall|10
148369|NCT02743702|1270908|B1|Participants|Overall|11
148370|NCT02739594|1270915|B3|Participants|Overall|81
148371|NCT02739594|1270916|B2|Participants|Overall|40
148372|NCT02739594|1270917|B1|Participants|Overall|41
148373|NCT02737592|1270948|B1|Participants|Overall|33
148374|NCT02736721|1270953|B1|Participants|Overall|41
148375|NCT02735200|1270962|B3|Participants|Overall|550
148376|NCT02735200|1270963|B2|Participants|Overall|200
148377|NCT02735200|1270964|B1|Participants|Overall|350
148378|NCT02734355|1270971|B3|Participants|Overall|64
148379|NCT02734355|1270972|B2|Participants|Overall|30
148380|NCT02734355|1270973|B1|Participants|Overall|34
148381|NCT02734212|1271004|B3|Participants|Overall|57
148382|NCT02734212|1271005|B2|Participants|Overall|28
148383|NCT02734212|1271006|B1|Participants|Overall|29
148384|NCT02734056|1271017|B3|Participants|Overall|100
148385|NCT02734056|1271018|B2|Participants|Overall|50
148386|NCT02734056|1271019|B1|Participants|Overall|50
148387|NCT02732639|1271026|B1|Participants|Overall|31
148388|NCT02732561|1271037|B3|Participants|Overall|10
148389|NCT02732561|1271038|B2|Participants|Overall|5
148390|NCT02732561|1271039|B1|Participants|Overall|5
148391|NCT02732327|1271048|B3|Participants|Overall|2
148392|NCT02732327|1271049|B2|Participants|Overall|2
148393|NCT02732327|1271050|B1|Participants|Overall|0
148394|NCT02732210|1271057|B3|Participants|Overall|935
148395|NCT02732210|1271058|B2|Participants|Overall|632
148396|NCT02732210|1271059|B1|Participants|Overall|303
148397|NCT02731833|1271076|B3|Participants|Overall|222
148398|NCT02731833|1271077|B2|Participants|Overall|111
148399|NCT02731833|1271078|B1|Participants|Overall|111
148400|NCT02731313|1271091|B1|Participants|Overall|367
148401|NCT02731300|1271099|B3|Participants|Overall|22
148402|NCT02731300|1271100|B2|Participants|Overall|7
148403|NCT02731300|1271101|B1|Participants|Overall|15
148404|NCT02731131|1271110|B3|Participants|Overall|12
148405|NCT02731131|1271111|B2|Participants|Overall|6
148406|NCT02731131|1271112|B1|Participants|Overall|6
148407|NCT02730260|1271129|B3|Participants|Overall|518
148408|NCT02730260|1271130|B2|Participants|Overall|260
148409|NCT02730260|1271131|B1|Participants|Overall|258
148410|NCT02726971|1271138|B3|Participants|Overall|121
148411|NCT02726971|1271139|B2|Participants|Overall|62
148412|NCT02726971|1271140|B1|Participants|Overall|59
148413|NCT02726178|1271151|B3|Participants|Overall|56
148414|NCT02726178|1271152|B2|Participants|Overall|28
148415|NCT02726178|1271153|B1|Participants|Overall|28
148416|NCT02726022|1271160|B1|Participants|Overall|114
148417|NCT02725788|1271169|B3|Participants|Overall|244
148418|NCT02725788|1271170|B2|Participants|Overall|122
148419|NCT02725788|1271171|B1|Participants|Overall|122
148420|NCT02724449|1271178|B1|Participants|Overall|16
148421|NCT02723188|1271182|B4|Participants|Overall|45
148422|NCT02723188|1271183|B3|Participants|Overall|15
148423|NCT02723188|1271184|B2|Participants|Overall|15
148424|NCT02723188|1271185|B1|Participants|Overall|15
148425|NCT02722564|1271198|B1|Participants|Overall|55
148426|NCT02721641|1271202|B1|Participants|Overall|69
148427|NCT02721277|1271208|B1|Participants|Overall|2
148428|NCT02720952|1271237|B1|Participants|Overall|24
148429|NCT02717754|1271246|B7|Participants|Overall|99
148430|NCT02717754|1271247|B6|Participants|Overall|20
148431|NCT02717754|1271248|B5|Participants|Overall|20
148432|NCT02717754|1271249|B4|Participants|Overall|10
148433|NCT02717754|1271250|B3|Participants|Overall|20
148434|NCT02717754|1271251|B2|Participants|Overall|19
148435|NCT02717754|1271252|B1|Participants|Overall|10
148436|NCT02716779|1271285|B4|Participants|Overall|67
148437|NCT02716779|1271286|B3|Participants|Overall|27
148438|NCT02716779|1271287|B2|Participants|Overall|26
148439|NCT02716779|1271288|B1|Participants|Overall|14
148440|NCT02716298|1271334|B1|Participants|Overall|49
148441|NCT02713594|1271350|B3|Participants|Overall|1900
148442|NCT02713594|1271351|B2|Participants|Overall|948
148443|NCT02713594|1271352|B1|Participants|Overall|952
148444|NCT02712099|1271363|B3|Participants|Overall|50
148445|NCT02712099|1271364|B2|Participants|Overall|20
148446|NCT02712099|1271365|B1|Participants|Overall|30
148447|NCT02709577|1271382|B3|Participants|Overall|27
148448|NCT02709577|1271383|B2|Participants|Overall|9
148449|NCT02709577|1271384|B1|Participants|Overall|18
148450|NCT02708524|1271399|B5|Participants|Overall|548
148451|NCT02708524|1271400|B4|Participants|Overall|136
148452|NCT02708524|1271401|B3|Participants|Overall|137
148453|NCT02708524|1271402|B2|Participants|Overall|136
148454|NCT02708524|1271403|B1|Participants|Overall|139
148455|NCT02708355|1271452|B4|Participants|Overall|55
148456|NCT02708355|1271453|B3|Participants|Overall|12
148457|NCT02708355|1271454|B2|Participants|Overall|22
148458|NCT02708355|1271455|B1|Participants|Overall|21
148459|NCT02708277|1271468|B3|Participants|Overall|82
148460|NCT02708277|1271469|B2|Participants|Overall|39
148461|NCT02708277|1271470|B1|Participants|Overall|43
148462|NCT02708238|1271483|B4|Participants|Overall|176
148463|NCT02708238|1271484|B3|Participants|Overall|57
148464|NCT02708238|1271485|B2|Participants|Overall|59
148465|NCT02708238|1271486|B1|Participants|Overall|60
148466|NCT02708212|1271499|B3|Participants|Overall|120
148467|NCT02708212|1271500|B2|Participants|Overall|60
148468|NCT02708212|1271501|B1|Participants|Overall|60
148469|NCT02707640|1271512|B3|Participants|Overall|122
148470|NCT02707640|1271513|B2|Participants|Overall|62
148471|NCT02707640|1271514|B1|Participants|Overall|60
148472|NCT02707172|1271533|B1|Participants|Overall|28
148473|NCT02706327|1271538|B4|Participants|Overall|67
148474|NCT02706327|1271539|B3|Participants|Overall|23
148475|NCT02706327|1271540|B2|Participants|Overall|22
148476|NCT02706327|1271541|B1|Participants|Overall|22
148477|NCT02705807|1271563|B1|Participants|Overall|10
148478|NCT02705716|1271593|B3|Participants|Overall|139
148479|NCT02705716|1271594|B2|Participants|Overall|69
148480|NCT02705716|1271595|B1|Participants|Overall|70
148481|NCT02701556|1271606|B3|Participants|Overall|395
148482|NCT02701556|1271607|B2|Participants|Overall|198
148483|NCT02701556|1271608|B1|Participants|Overall|197
148484|NCT02701387|1271615|B1|Participants|Overall|7
148485|NCT02701296|1271620|B3|Participants|Overall|78
148486|NCT02701296|1271621|B2|Participants|Overall|36
148487|NCT02701296|1271622|B1|Participants|Overall|42
148488|NCT02701270|1271639|B1|Participants|Overall|12
148489|NCT02699892|1271656|B1|Participants|Overall|130
148490|NCT02699593|1271661|B1|Participants|Overall|141
148491|NCT02698423|1271670|B3|Participants|Overall|667
148492|NCT02698423|1271671|B2|Participants|Overall|331
148493|NCT02698423|1271672|B1|Participants|Overall|336
148494|NCT02697890|1271679|B3|Participants|Overall|28
148495|NCT02697890|1271680|B2|Participants|Overall|14
148496|NCT02697890|1271681|B1|Participants|Overall|14
148497|NCT02696317|1271694|B1|Participants|Overall|82
148498|NCT02694718|1271709|B1|Participants|Overall|60
148499|NCT02694536|1271719|B1|Participants|Overall|80
148500|NCT02694315|1271728|B1|Participants|Overall|200
148501|NCT02694198|1271733|B1|Participants|Overall|135
148502|NCT02693704|1271738|B5|Participants|Overall|40
148503|NCT02693704|1271739|B4|Participants|Overall|10
148504|NCT02693704|1271740|B3|Participants|Overall|10
148505|NCT02693704|1271741|B2|Participants|Overall|10
148506|NCT02693704|1271742|B1|Participants|Overall|10
148507|NCT02691507|1271763|B3|Participants|Overall|53
148508|NCT02691507|1271764|B2|Participants|Overall|13
148509|NCT02691507|1271765|B1|Participants|Overall|40
148510|NCT02691416|1271896|B3|Participants|Overall|60
148511|NCT02691416|1271897|B2|Participants|Overall|30
148512|NCT02691416|1271898|B1|Participants|Overall|30
148513|NCT02691143|1271919|B3|Participants|Overall|50
148514|NCT02691143|1271920|B2|Participants|Overall|23
148515|NCT02691143|1271921|B1|Participants|Overall|27
148516|NCT02690727|1271930|B1|Participants|Overall|18
148517|NCT02689804|1271939|B3|Participants|Overall|32
148518|NCT02689804|1271940|B2|Participants|Overall|16
148519|NCT02689804|1271941|B1|Participants|Overall|16
148520|NCT02687217|1271968|B3|Participants|Overall|60
148521|NCT02687217|1271969|B2|Participants|Overall|30
148522|NCT02687217|1271970|B1|Participants|Overall|30
148523|NCT02687126|1271981|B1|Participants|Overall|106
148524|NCT02684942|1271988|B1|Participants|Overall|40
148525|NCT02684630|1272007|B3|Participants|Overall|128
148526|NCT02684630|1272008|B2|Participants|Overall|63
148527|NCT02684630|1272009|B1|Participants|Overall|65
